1	1
2	1
3	1
4	2
5	2
6	2
7	2
8	2
9	2
10	2
11	2
12	2
13	2
14	2
15	3
16	3
17	3
18	3
19	3
20	4
21	4
22	5
23	5
24	5
25	5
26	5
27	5
28	5
29	6
30	6
31	6
32	6
33	7
34	7
35	8
36	9
37	9
38	9
39	9
40	10
41	10
42	10
43	10
44	10
45	10
46	10
47	10
48	11
49	11
50	11
51	11
52	11
53	11
54	11
55	11
56	11
57	11
58	12
59	12
60	12
61	12
62	12
63	12
64	12
65	12
66	13
67	13
68	13
69	13
70	14
71	14
72	14
73	14
74	15
75	15
76	15
77	15
78	15
79	15
80	15
81	16
82	16
83	17
84	17
85	17
86	17
87	17
88	17
89	17
90	18
91	18
92	18
93	18
94	18
95	18
96	19
97	19
98	19
99	20
100	20
101	20

